kind,etag,id,snippet.title,snippet.description,snippet.customUrl,snippet.publishedAt,snippet.thumbnails.default.url,snippet.thumbnails.default.width,snippet.thumbnails.default.height,snippet.thumbnails.medium.url,snippet.thumbnails.medium.width,snippet.thumbnails.medium.height,snippet.thumbnails.high.url,snippet.thumbnails.high.width,snippet.thumbnails.high.height,snippet.localized.title,snippet.localized.description,snippet.country,contentDetails.relatedPlaylists.likes,contentDetails.relatedPlaylists.uploads,statistics.viewCount,statistics.subscriberCount,statistics.hiddenSubscriberCount,statistics.videoCount,topicDetails.topicIds,topicDetails.topicCategories,status.privacyStatus,status.isLinked,status.longUploadsStatus,brandingSettings.channel.title,brandingSettings.channel.keywords,brandingSettings.channel.unsubscribedTrailer,brandingSettings.channel.country,brandingSettings.image.bannerExternalUrl,status.madeForKids,brandingSettings.channel.description,brandingSettings.channel.trackingAnalyticsAccountId,snippet.defaultLanguage,brandingSettings.channel.defaultLanguage,localizations.en_US.title,localizations.en_US.description,localizations.es_ES.title,localizations.es_ES.description
youtube#channel,-ZAAr_jXlz9FoAIxnApI8Cx2OeE,UC0KiGuCTrehqzSQ7ikjxSQw,Patricia Bright,"A Female fashion beauty and hair channel with tutorials and videos to help with your beauty and fashion needs.
Style advice Im here, random Life advice I'm also here.

BUSINESS & MEDIA ENQUIRES - patstrueworld@gmail.com (Please no spam, and NO HAIR REVIEWS!)

WANT TO SEE MORE OF ME???
MY BLOG: www.patriciabright.co.uk
FACBOOK: https://www.facebook.com/patriciasworld
TWITTER: https://twitter.com/PattyOLovesU
INSTAGRAM: http://instagram.com/thepatriciabright
VLOG CHANNEL:  http://www.youtube.com/user/britpoplife",patriciabright,2009-02-21T01:33:11Z,https://yt3.ggpht.com/ytc/AKedOLQVPjyoqeOrd51URPel-lhlPMbysspCBUXLyVaFrA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLQVPjyoqeOrd51URPel-lhlPMbysspCBUXLyVaFrA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLQVPjyoqeOrd51URPel-lhlPMbysspCBUXLyVaFrA=s800-c-k-c0x00ffffff-no-rj,800,800,Patricia Bright,"A Female fashion beauty and hair channel with tutorials and videos to help with your beauty and fashion needs.
Style advice Im here, random Life advice I'm also here.

BUSINESS & MEDIA ENQUIRES - patstrueworld@gmail.com (Please no spam, and NO HAIR REVIEWS!)

WANT TO SEE MORE OF ME???
MY BLOG: www.patriciabright.co.uk
FACBOOK: https://www.facebook.com/patriciasworld
TWITTER: https://twitter.com/PattyOLovesU
INSTAGRAM: http://instagram.com/thepatriciabright
VLOG CHANNEL:  http://www.youtube.com/user/britpoplife",,,UU0KiGuCTrehqzSQ7ikjxSQw,355349750,2840000,False,824,"['/m/019_rr', '/m/032tl']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Fashion']",public,True,longUploadsUnspecified,Patricia Bright,Fashion style clothing makeup beauty life,niV3KwHkicM,,https://yt3.ggpht.com/PrPgMg4T7BhaUR0-8diIYN2lrANlFv9RcmLb9Wyia4RL-ozeCncghEF_Wqa8BE5O_NDzDm-5uA,False,"A Female fashion beauty and hair channel with tutorials and videos to help with your beauty and fashion needs.
Style advice Im here, random Life advice I'm also here.

BUSINESS & MEDIA ENQUIRES - patstrueworld@gmail.com (Please no spam, and NO HAIR REVIEWS!)

WANT TO SEE MORE OF ME???
MY BLOG: www.patriciabright.co.uk
FACBOOK: https://www.facebook.com/patriciasworld
TWITTER: https://twitter.com/PattyOLovesU
INSTAGRAM: http://instagram.com/thepatriciabright
VLOG CHANNEL:  http://www.youtube.com/user/britpoplife",,,,,,,
youtube#channel,ofu_RjlCDFNc8ij2HqOlpvrfok0,UCpgfhEh7kZhjVt-xh20ImXQ,Gypsy Wife Life,"Sharing my every day life as a Gypsy Housewife. My name is Charity! I am the first ever English Romanichel (Gypsy) Vlogger. Born & Raised in Houston Texas. Preachers Daughter. Happily Married. Stay At Home Wife and i work from home also! I am an independent Paparazzi Consultant. I create videos about my life. I share everything from ""Day In The Life"" vlogs, To Hair and Makeup tutorials, Cleaning routines, Grocery Haul's, Dinner Idea's, Cooking, and so much more! I would LOVE for you to subscribe to my channel and be a part of my Youtube Family! All are welcome here and we love all of you! Please say HEY in the comments, or leave me an EMOJI so i will know you stopped by! I always respond to my comments! Thank you for stopping by, i hope you enjoy it here! *Psalm 27:1* 

P.S. My Channel is and will always be KID & FAMILY FRIENDLY!  
Business Inquires Only: LadyLuckTutorials@hotmail.com",gypsywifelife,2008-11-15T05:01:57Z,https://yt3.ggpht.com/MS0hPgp7nfz8yuYyVd7xXmzLtBoV5KwX19nvxTBQ8K0o6an2KX7_fpUlU1bEtvoyCp3OIp7JWw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/MS0hPgp7nfz8yuYyVd7xXmzLtBoV5KwX19nvxTBQ8K0o6an2KX7_fpUlU1bEtvoyCp3OIp7JWw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/MS0hPgp7nfz8yuYyVd7xXmzLtBoV5KwX19nvxTBQ8K0o6an2KX7_fpUlU1bEtvoyCp3OIp7JWw=s800-c-k-c0x00ffffff-no-rj,800,800,Gypsy Wife Life,"Sharing my every day life as a Gypsy Housewife. My name is Charity! I am the first ever English Romanichel (Gypsy) Vlogger. Born & Raised in Houston Texas. Preachers Daughter. Happily Married. Stay At Home Wife and i work from home also! I am an independent Paparazzi Consultant. I create videos about my life. I share everything from ""Day In The Life"" vlogs, To Hair and Makeup tutorials, Cleaning routines, Grocery Haul's, Dinner Idea's, Cooking, and so much more! I would LOVE for you to subscribe to my channel and be a part of my Youtube Family! All are welcome here and we love all of you! Please say HEY in the comments, or leave me an EMOJI so i will know you stopped by! I always respond to my comments! Thank you for stopping by, i hope you enjoy it here! *Psalm 27:1* 

P.S. My Channel is and will always be KID & FAMILY FRIENDLY!  
Business Inquires Only: LadyLuckTutorials@hotmail.com",US,,UUpgfhEh7kZhjVt-xh20ImXQ,9846865,62600,False,1165,"['/m/02wbm', '/m/019_rr']","['https://en.wikipedia.org/wiki/Food', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,Gypsy Wife Life,"""gypsy wife life"" ""cleaning motivation"" ""gypsy lifestyle"" ""clean with me"" ""lifestyle vlogs"" cooking recipes ""cleaning vlogs"" ""gypsy cleaning"" ""gypsy housewife"" ""gypsy house wife"" ""housewife cleaning"" ""gypsy recipes"" ""big fat gypsy wedding"" ""gypsy wedding"" ""tlc gypsy"" ""gypsy house wife cleaning"" romanichel romany",lWSjjuU0LMI,US,https://yt3.ggpht.com/I_8lG5deSq7J3fMmli5jPElAt7gOlma29e_c5OjFFbxVGg52MzkqD4BOd3fRwvHz6LI21WBAhlo,False,"Sharing my every day life as a Gypsy Housewife. My name is Charity! I am the first ever English Romanichel (Gypsy) Vlogger. Born & Raised in Houston Texas. Preachers Daughter. Happily Married. Stay At Home Wife and i work from home also! I am an independent Paparazzi Consultant. I create videos about my life. I share everything from ""Day In The Life"" vlogs, To Hair and Makeup tutorials, Cleaning routines, Grocery Haul's, Dinner Idea's, Cooking, and so much more! I would LOVE for you to subscribe to my channel and be a part of my Youtube Family! All are welcome here and we love all of you! Please say HEY in the comments, or leave me an EMOJI so i will know you stopped by! I always respond to my comments! Thank you for stopping by, i hope you enjoy it here! *Psalm 27:1* 

P.S. My Channel is and will always be KID & FAMILY FRIENDLY!  
Business Inquires Only: LadyLuckTutorials@hotmail.com",,,,,,,
youtube#channel,BCcTBI0A_kqrIbgd-xMZP0qAw6E,UCQg0v7hcBhLTnm95dsqNcGQ,Katy Conway,"Hey everyone! My name is Katy Conway I am 26 years old and am a wife and a mama of a 4 month old little boy! my channel focuses mostly on lifestyle, cleaning & mama videos with some blogs and beauty videos thrown in the mix as well! please let me know if you have any critiques or video suggestions!",,2012-12-25T23:53:50Z,https://yt3.ggpht.com/ytc/AKedOLRIJgmcVkrbIeuchLHGoEhm4LgHzFx0MWR0Dy3EoQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLRIJgmcVkrbIeuchLHGoEhm4LgHzFx0MWR0Dy3EoQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLRIJgmcVkrbIeuchLHGoEhm4LgHzFx0MWR0Dy3EoQ=s800-c-k-c0x00ffffff-no-rj,800,800,Katy Conway,"Hey everyone! My name is Katy Conway I am 26 years old and am a wife and a mama of a 4 month old little boy! my channel focuses mostly on lifestyle, cleaning & mama videos with some blogs and beauty videos thrown in the mix as well! please let me know if you have any critiques or video suggestions!",,,UUQg0v7hcBhLTnm95dsqNcGQ,530433,2190,False,406,"['/m/019_rr', '/m/03glg']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Hobby']",public,True,longUploadsUnspecified,Katy Conway,"""mommy vlogger"" ""cleaning videos"" ""family channel"" hauls shopping reviews mom",,,https://lh3.googleusercontent.com/zZ6iEw720Xqnx-Vxpkr53pVzCviOsSwpIylrkpD-ShgZP4vDrwEf83ufo-i-velvs1SQHrDbWA,,"Hey everyone! My name is Katy Conway I am 26 years old and am a wife and a mama of a 4 month old little boy! my channel focuses mostly on lifestyle, cleaning & mama videos with some blogs and beauty videos thrown in the mix as well! please let me know if you have any critiques or video suggestions!",,,,,,,
youtube#channel,hkUu7vU2u_Loodk_zWrkNva_NBw,UClPqDmtKyVFqoPDlbGMzdig,Ash XL Reviews,"Hi it's Ash!

I am a Mom, makeup enthusiast and I love collecting handbags. Here on Youtube, I strive to create the best reviews on high or low end beauty products, toys and luxury goods.  

Lately I've also been learning a lot on how to care for leather goods, specifically vachetta leather found on Louis Vuitton handbags. To find all the products I've tested and recommend please check out my videos and Amazon store! 

Good luck and I hope you enjoy your results!

https://www.amazon.com/shop/ashxlreviews

",ashxl,2006-09-04T02:49:24Z,https://yt3.ggpht.com/xJKyFcu5r7pIH-V-tUJc_qGRmgQfmUUam9rTp45IRbogawxL7XHN-SPyciCAKVRGS-NgI0MjFIE=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/xJKyFcu5r7pIH-V-tUJc_qGRmgQfmUUam9rTp45IRbogawxL7XHN-SPyciCAKVRGS-NgI0MjFIE=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/xJKyFcu5r7pIH-V-tUJc_qGRmgQfmUUam9rTp45IRbogawxL7XHN-SPyciCAKVRGS-NgI0MjFIE=s800-c-k-c0x00ffffff-no-rj,800,800,Ash XL Reviews,"Hi it's Ash!

I am a Mom, makeup enthusiast and I love collecting handbags. Here on Youtube, I strive to create the best reviews on high or low end beauty products, toys and luxury goods.  

Lately I've also been learning a lot on how to care for leather goods, specifically vachetta leather found on Louis Vuitton handbags. To find all the products I've tested and recommend please check out my videos and Amazon store! 

Good luck and I hope you enjoy your results!

https://www.amazon.com/shop/ashxlreviews

",US,,UUlPqDmtKyVFqoPDlbGMzdig,8017595,32300,False,249,"['/m/019_rr', '/m/032tl', '/m/03glg']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Hobby']",public,True,longUploadsUnspecified,Ash XL Reviews,"""louis vuitton collection"" ""louis vuitton purse review"" ""louis vuitton product care"" ""louis vuitton unboxing"" ""buying preowned from fashionphile"" ""transformer toy review"" ""beauty product reviews"" ""asmr unboxing"" ""louis vuitton asmr unboxing""",f8KpAxVPSYA,US,https://lh3.googleusercontent.com/GRoVy_94lXMmUW5xD1I2b7EROOgxB3eVqL6-vWqTe-pAE0zfy--c02N0VGt2Wz41PQw8c5D8LA,False,"Hi it's Ash!

I am a Mom, makeup enthusiast and I love collecting handbags. Here on Youtube, I strive to create the best reviews on high or low end beauty products, toys and luxury goods.  

Lately I've also been learning a lot on how to care for leather goods, specifically vachetta leather found on Louis Vuitton handbags. To find all the products I've tested and recommend please check out my videos and Amazon store! 

Good luck and I hope you enjoy your results!

https://www.amazon.com/shop/ashxlreviews

",,,,,,,
youtube#channel,6TKFd6DorLZ1Ku7ayf3FS_xOs9Y,UCTM3ZKFfj5tN2IRyxLA_eQA,Magdaline Janet,"Hey everyone! My name is Magdaline Janet and welcome to my channel! I am Latina 🇭🇳🇸🇻 & LA native (Hollywood to be exact, hehe) and I love anything makeup and beauty related. I welcome you to join me on my beauty journey and hope you can learn as much as possible. I upload a few times a week ☺️
I truly believe in, if you look good you feel good and you do good!  

Instagram: https://www.instagram.com/magdalinejanet  
TikTok: https://www.tiktok.com/@magdalinejanet

Thank you for stopping by and please don't forget to subscribe!

💌 Business Inquiries: hello@magdalinejanet.com
",magdalinejanet,2017-11-26T19:44:15Z,https://yt3.ggpht.com/qmb0guGZh4Z2xiDlFmVhcK4L-e4aw3i9mrv5FoCLEVELdu2aHTn_fqr-5xG9L3KBHhasqSWI=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/qmb0guGZh4Z2xiDlFmVhcK4L-e4aw3i9mrv5FoCLEVELdu2aHTn_fqr-5xG9L3KBHhasqSWI=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/qmb0guGZh4Z2xiDlFmVhcK4L-e4aw3i9mrv5FoCLEVELdu2aHTn_fqr-5xG9L3KBHhasqSWI=s800-c-k-c0x00ffffff-no-rj,800,800,Magdaline Janet,"Hey everyone! My name is Magdaline Janet and welcome to my channel! I am Latina 🇭🇳🇸🇻 & LA native (Hollywood to be exact, hehe) and I love anything makeup and beauty related. I welcome you to join me on my beauty journey and hope you can learn as much as possible. I upload a few times a week ☺️
I truly believe in, if you look good you feel good and you do good!  

Instagram: https://www.instagram.com/magdalinejanet  
TikTok: https://www.tiktok.com/@magdalinejanet

Thank you for stopping by and please don't forget to subscribe!

💌 Business Inquiries: hello@magdalinejanet.com
",US,,UUTM3ZKFfj5tN2IRyxLA_eQA,4641905,28700,False,764,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Magdaline Janet,"""makeup reviews tutorial"" ""foundation reviews oily skin"" ""multiple looks one palette"" ""makeup palette tutorials"" ""popular makeup reviews"" ""viral drugstore makeup"" ""new viral drugstore makeup"" ""makeup routine drugstore"" ""what new in drugstore makeup"" ""weekly makeup videos"" ""weekly beauty videos"" ""lip swatches natural lighting"" ""2 day wear test"" ""all day makeup wear test"" ""skin care reviews oily skin"" naturallightlipswatches multiplelooksonepalette ""boxycharm palette review""",,US,https://yt3.ggpht.com/vwDmaIQeQkOwZ4a9Edhhs-xcDzQ65QPuSKOMOKoCj9IDFFZj6_StkS9kFLfAn3FVWWdXkSMSwQ,False,"Hey everyone! My name is Magdaline Janet and welcome to my channel! I am Latina 🇭🇳🇸🇻 & LA native (Hollywood to be exact, hehe) and I love anything makeup and beauty related. I welcome you to join me on my beauty journey and hope you can learn as much as possible. I upload a few times a week ☺️
I truly believe in, if you look good you feel good and you do good!  

Instagram: https://www.instagram.com/magdalinejanet  
TikTok: https://www.tiktok.com/@magdalinejanet

Thank you for stopping by and please don't forget to subscribe!

💌 Business Inquiries: hello@magdalinejanet.com
",,,,,,,
youtube#channel,L0DFnHmPIuXGwxMDmDZTejxvfJE,UCW4rwOHunZahXHwPUXIzs5A,Eunice Essence,,,2016-08-27T19:26:05Z,https://yt3.ggpht.com/ytc/AKedOLTATj05uXHctC5Deb1IZKBNxYoBsi3FOsxmfSC1sw=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLTATj05uXHctC5Deb1IZKBNxYoBsi3FOsxmfSC1sw=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLTATj05uXHctC5Deb1IZKBNxYoBsi3FOsxmfSC1sw=s800-c-k-c0x00ffffff-no-rj,800,800,Eunice Essence,,GB,,UUW4rwOHunZahXHwPUXIzs5A,36446,,True,30,"['/m/019_rr', '/m/041xxh']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']",public,True,longUploadsUnspecified,Eunice Essence,Beauty skincare talks,,GB,https://yt3.ggpht.com/Mn8OtT-L3ckfudVYqWLTZOd7B1g-D83m3qduQw4SKUaby6aqL76RBfvLKoat5hudwluKmrz9LAk,,,,,,,,,
youtube#channel,Py_AX8_kblQHOvweoOifhvPyiQo,UCtjIYOJtE-IwwORWc6AzeLw,KWKosta,"If you're looking for an average girl who reviews makeup, haircare and does some hauls sometimes... you've come to the right place. Welcome - I hope you enjoy the channel and the content - please subscribe :) 

If you're wondering why my channel was originally called 'The Great Execution' - I've had the channel since 2010 and back in the day I used to listen to YouMeAtSix, BMTH and Asking Alexandra. I've had pink hair, facial piercings and streched ears - do I need to add anymore?",kwkosta,2010-12-28T21:58:53Z,https://yt3.ggpht.com/ytc/AKedOLREvT18JYITXIln_S26M0ml6YCIpZTASr15kUM00A=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLREvT18JYITXIln_S26M0ml6YCIpZTASr15kUM00A=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLREvT18JYITXIln_S26M0ml6YCIpZTASr15kUM00A=s800-c-k-c0x00ffffff-no-rj,800,800,KWKosta,"If you're looking for an average girl who reviews makeup, haircare and does some hauls sometimes... you've come to the right place. Welcome - I hope you enjoy the channel and the content - please subscribe :) 

If you're wondering why my channel was originally called 'The Great Execution' - I've had the channel since 2010 and back in the day I used to listen to YouMeAtSix, BMTH and Asking Alexandra. I've had pink hair, facial piercings and streched ears - do I need to add anymore?",GB,,UUtjIYOJtE-IwwORWc6AzeLw,654903,3530,False,381,"['/m/019_rr', '/m/041xxh']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Physical_attractiveness']",public,True,longUploadsUnspecified,KWKosta,"Makeup ""How To"" Lifestyle Hair Beauty",,GB,https://lh3.googleusercontent.com/wQWBugRu7nX6LvANm0ySDaAwvr3VhnGMyuUW3ovSQwmGtUOacQHrs_ETP3p57s0EkJRm6tWc,False,"If you're looking for an average girl who reviews makeup, haircare and does some hauls sometimes... you've come to the right place. Welcome - I hope you enjoy the channel and the content - please subscribe :) 

If you're wondering why my channel was originally called 'The Great Execution' - I've had the channel since 2010 and back in the day I used to listen to YouMeAtSix, BMTH and Asking Alexandra. I've had pink hair, facial piercings and streched ears - do I need to add anymore?",,,,,,,
youtube#channel,yKV-zTOhyu4wblsqAVm50MEZvF0,UCMyNc0xW4imxNHmViT8CsQA,Maria Soelisty,"Think positive ever and after
Beauty Enthusiast 💋
Happy travelling 😆
Love foods 😍",mariasoelisty,2012-10-13T01:44:56Z,https://yt3.ggpht.com/ytc/AKedOLSoKRSRBJzcT5094KyeeH-qvWVNWR_tLL4the6JKQ=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/ytc/AKedOLSoKRSRBJzcT5094KyeeH-qvWVNWR_tLL4the6JKQ=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/ytc/AKedOLSoKRSRBJzcT5094KyeeH-qvWVNWR_tLL4the6JKQ=s800-c-k-c0x00ffffff-no-rj,800,800,Maria Soelisty,"Think positive ever and after
Beauty Enthusiast 💋
Happy travelling 😆
Love foods 😍",ID,,UUMyNc0xW4imxNHmViT8CsQA,22484352,99800,False,837,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Maria Soelisty,"Makeup Beauty ""makeup review""",0XtrYH3ChN8,ID,https://yt3.ggpht.com/Wu5VKOjseyjguVR3K7b_pLrilxt4wHXMSVa8QkVyyUmJkwYCp1Ao3pSRgHfQvNIkm3EFopSv93g,,"Think positive ever and after
Beauty Enthusiast 💋
Happy travelling 😆
Love foods 😍",,,,,,,
youtube#channel,KoEOG0XgtvPyiM5KYazsw8D1BeI,UCyvfQ7mtHGP14349D6WgXYg,Sharida M, ,sharidam,2013-11-13T00:43:57Z,https://yt3.ggpht.com/iRPgJAWZMctkERHCkBK9J01hW9VP0AEXxfQ0CuvYgD6yTeGLJJdZj11MUO4lSJ5Vj3DUtFwR=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/iRPgJAWZMctkERHCkBK9J01hW9VP0AEXxfQ0CuvYgD6yTeGLJJdZj11MUO4lSJ5Vj3DUtFwR=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/iRPgJAWZMctkERHCkBK9J01hW9VP0AEXxfQ0CuvYgD6yTeGLJJdZj11MUO4lSJ5Vj3DUtFwR=s800-c-k-c0x00ffffff-no-rj,800,800,Sharida M, ,US,,UUyvfQ7mtHGP14349D6WgXYg,564356,7820,False,98,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Sharida M,,ciPZb5EKFTw,US,https://yt3.ggpht.com/ifM3MzEgAdSJOz5wM8jHyZWv2WRs81fXuX6HsSMKQsiMjG-_X3NTA9ETJfaj5wi4zDyvyf4v2PA,False, ,,,,,,,
youtube#channel,ywn2IVyNFu1d6rUop2m2t9TVL2M,UCVKKX5gTeTr_MINUTx3p1eg,Hair Express & Makeovers,"Hello friends,
This is Hair Express & Makeovers and iam Nisha Kumari  and here iam suggest you that,how to care your looks and alsi how to makeup also.
This channel is all about makeup_tutorials,mehndi_tutorials,skin&haircare, reviews &DIYand much more.
I am new here so please support me and Hit the THUMBS_UP button and also samashed SUBSCRIBE button ",,2021-07-06T08:45:40.877077Z,https://yt3.ggpht.com/uKWM4bUrt3M1vG2yTxzpwW8vBRlPgTnDXzGxxiL0NwOICX-20pHl36MB8p8wI68nbgxWTAcd7w=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/uKWM4bUrt3M1vG2yTxzpwW8vBRlPgTnDXzGxxiL0NwOICX-20pHl36MB8p8wI68nbgxWTAcd7w=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/uKWM4bUrt3M1vG2yTxzpwW8vBRlPgTnDXzGxxiL0NwOICX-20pHl36MB8p8wI68nbgxWTAcd7w=s800-c-k-c0x00ffffff-no-rj,800,800,Hair Express & Makeovers,"Hello friends,
This is Hair Express & Makeovers and iam Nisha Kumari  and here iam suggest you that,how to care your looks and alsi how to makeup also.
This channel is all about makeup_tutorials,mehndi_tutorials,skin&haircare, reviews &DIYand much more.
I am new here so please support me and Hit the THUMBS_UP button and also samashed SUBSCRIBE button ",,,UUVKKX5gTeTr_MINUTx3p1eg,39269,,True,115,['/m/019_rr'],['https://en.wikipedia.org/wiki/Lifestyle_(sociology)'],public,True,longUploadsUnspecified,Hair Express & Makeovers,,,,https://yt3.ggpht.com/zVeEunpN4URD8Kk7KwteQva04OLwY-X1RMUdC4TTMUii44Dlm5N95Qnu8CqteJfdApq06ff9hg,,"Hello friends,
This is Hair Express & Makeovers and iam Nisha Kumari  and here iam suggest you that,how to care your looks and alsi how to makeup also.
This channel is all about makeup_tutorials,mehndi_tutorials,skin&haircare, reviews &DIYand much more.
I am new here so please support me and Hit the THUMBS_UP button and also samashed SUBSCRIBE button ",,,,,,,
youtube#channel,ybPwnHEN3TDst8EDx2goqZSAHws,UC4T1uRLnBKESbeRRGAgZGIA,VanityizzzFair,⭐️Welcome To My Channel ... I'm A FASHIONISTA!⭐️,,2014-08-02T05:59:09Z,https://yt3.ggpht.com/LMBs6XDH7kmtr6MPO0_gqHkoioXr6VyXnPXw5CO1NcigSVKK-V0JYQKoZH8u2sIhxzkWAw23AA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/LMBs6XDH7kmtr6MPO0_gqHkoioXr6VyXnPXw5CO1NcigSVKK-V0JYQKoZH8u2sIhxzkWAw23AA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/LMBs6XDH7kmtr6MPO0_gqHkoioXr6VyXnPXw5CO1NcigSVKK-V0JYQKoZH8u2sIhxzkWAw23AA=s800-c-k-c0x00ffffff-no-rj,800,800,VanityizzzFair,⭐️Welcome To My Channel ... I'm A FASHIONISTA!⭐️,,,UU4T1uRLnBKESbeRRGAgZGIA,34510,294,False,67,"['/m/032tl', '/m/019_rr']","['https://en.wikipedia.org/wiki/Fashion', 'https://en.wikipedia.org/wiki/Lifestyle_(sociology)']",public,True,longUploadsUnspecified,VanityizzzFair,,cFmKLWuzBNU,,https://yt3.ggpht.com/_QwYCC3eod5D1oPgVtd6qSd7p3a4qV7JW5ZKJPPJ9-OhKX97bI_p_TgqNwtp9PkjOKs2BnVY7w,,⭐️Welcome To My Channel ... I'm A FASHIONISTA!⭐️,,,,,,,
youtube#channel,2k11btoNYAcDOA_-4K2T_J3jgQY,UCiaUBm6zum-TyvLU186L4IA,Muneeba couture,"This channel is all about fashion , dress designs , photoshoot of celebrities , celebrities fashion ideas and All about trendy clothing e.t.c.

Just need your appreciation 
If you like vedios then don't forget to subscribe 

Subscribe my channel

Thanks , 👍

",muneebacouture,2020-10-18T18:10:30.300422Z,https://yt3.ggpht.com/nOTYxe70w4P9QFk7v3J5nTJTa5pNNvQSQS8ctFeLiJ-atYIJtJ0blaD97nHLuqT6gvvN138doA=s88-c-k-c0x00ffffff-no-rj,88,88,https://yt3.ggpht.com/nOTYxe70w4P9QFk7v3J5nTJTa5pNNvQSQS8ctFeLiJ-atYIJtJ0blaD97nHLuqT6gvvN138doA=s240-c-k-c0x00ffffff-no-rj,240,240,https://yt3.ggpht.com/nOTYxe70w4P9QFk7v3J5nTJTa5pNNvQSQS8ctFeLiJ-atYIJtJ0blaD97nHLuqT6gvvN138doA=s800-c-k-c0x00ffffff-no-rj,800,800,Muneeba couture,"This channel is all about fashion , dress designs , photoshoot of celebrities , celebrities fashion ideas and All about trendy clothing e.t.c.

Just need your appreciation 
If you like vedios then don't forget to subscribe 

Subscribe my channel

Thanks , 👍

",,,UUiaUBm6zum-TyvLU186L4IA,129410,3460,False,304,"['/m/019_rr', '/m/03glg', '/m/032tl']","['https://en.wikipedia.org/wiki/Lifestyle_(sociology)', 'https://en.wikipedia.org/wiki/Hobby', 'https://en.wikipedia.org/wiki/Fashion']",public,True,longUploadsUnspecified,Muneeba couture,,,,https://yt3.ggpht.com/KbUPNgaA6QxCZAZ_QDFa3i0BD_7XAInYoos1-_Gx9FnpKvvRbMmceOg92W1q7j5chh_vcCLBIQ,,"This channel is all about fashion , dress designs , photoshoot of celebrities , celebrities fashion ideas and All about trendy clothing e.t.c.

Just need your appreciation 
If you like vedios then don't forget to subscribe 

Subscribe my channel

Thanks , 👍

",,,,,,,
